city_kingdom_of_celtic_pagan;Mighty Baile mòr of;;;;;;;;;;;x
city_emperor_celtic_pagan;Ionmhas;;;;;;;;;;;x
city_baron_celtic_pagan_reformed;Small Ceann;;;;;;;;;;;x
city_barony_of_celtic_pagan_reformed;Cathair of;;;;;;;;;;;;;x
city_count_Celtic_pagan_reformed;Grand Ceann;;;;;;;;;;;x
city_county_of_celtic_pagan_reformed;Grand Cathair of;;;;;;;;;;;x
city_duke_celtic_pagan_reformed;High Rianaire;;;;;;;;;;;x
city_duchy_of_celtic_pagan_reformed;High Rianaireship of;;;;;;;;;;;x
city_king_celtic_pagan_reformed;Mighty Ceann;;;;;;;;;;;x
city_kingdom_of_celtic_pagan_reformed;Mighty Baile mòr of;;;;;;;;;;;x
city_emperor_celtic_pagan_reformed;Ionmhas;;;;;;;;;;;x
baron_celtic_pagan;Ridire;;;;;;;;;;;x
barony_of_celtic_pagan;Ridirship of;;;;;;;;;;;x
count_celtic_pagan;Morair;;;;;;;;;;;x
county_of_celtic_pagan;Villageship of;;;;;;;;;;;x
duke_celtic_pagan;Triath;;;;;;;;;;;x
duchy_celtic_pagan;Tribe of;;;;;;;;;;;x
king_celtic_pagan;Ri;;;;;;;;;;x
kingdom_celtic_pagan;Tribeland of;;;;;;;;;;;x
emperor_celtiC_pagan;Ard-rìgh;;;;;;;;;;;x
empire_of_celtic_pagan;Celtic Homeland of;;;;;;;;;;;x
baron_celtic_pagan_reformed;Ridire;;;;;;;;;;;x
barony_of_celtic_pagan_reformed;Ridirship of;;;;;;;;;;;x
count_celtic_pagan_reformed;Morair;;;;;;;;;;;x
county_of_celtic_pagan_reformed;Villageship of;;;;;;;;;;;x
duke_celtic_pagan_reformed;Triath;;;;;;;;;;;x
duchy_celtic_pagan_reformed;Tribe of;;;;;;;;;;;x
king_celtic_pagan_reformed;Ri;;;;;;;;;;x
kingdom_celtic_pagan_reformed;Tribeland of;;;;;;;;;;;x
emperor_celtiC_pagan_reformed;Ard-rìgh;;;;;;;;;;;x
empire_of_celtic_pagan_reformed;Celtic Homeland of;;;;;;;;;;;x
job_chancellor_celtic_pagan;Seannsalair;;;;;;;;;;;x
job_spymaster_celtic_pagan;Brath;;;;;;;;;;;x
job_treasurer_celtic_pagan;Rianadair;;;;;;;;;x
job_marshal_celtic_pagan;Curaidh;;;;;;;;;;;x
job_spiritual_celtic_pagan;Court Druid;;;;;;;;;;;x
celtic_pagan;Celtic;;;;;;;;;;;x
celtic_pagan_reformed;Celtic;;;;;;;;;;;x
celtic_pagan_reformed_DESC;The reformed Celtic faith combined the multitude of gods from the British Isles to Southern Spain. A large set of Holy Books have all the required phrases for a druid to learn, and the proper ritual holidays. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y* Head of religion who can call Great Holy Wars\n§Y*§! Can declare Holy Wars against Infidels\n§Y*§! Rulers can change succession laws.\n§Y*§! Defenseive bonuses in Celtic lands.\n§Y*§! Can demand conversion and convert provinces.\n§Y*§! You can declare invasions against infidels.\n§Y*§! The Celtic Pagan faith is Reformed;;;;;;;;;;;x
celtic_pagan_DESC;Celtic polytheism, commonly known as Celtic paganism, comprises the religious beliefs and practices adhered to by the Iron Age peoples of Western Europe now known as the Celts, roughly between 500 BCE and 500 CE, spanning the La Tène period and the Roman era, and in the case of the Insular Celts the British and Irish Iron Age. Celtic polytheism was one of a larger group of Iron Age polytheistic religions of the Indo-European family. It comprised a large degree of variation both geographically and chronologically, although "behind this variety, broad structural similarities can be detected" allowing there to be "a basic religious homogeneity" amongst the Celtic peoples.The Celtic pantheon consists of numerous recorded theonyms, both from Greco-Roman ethnography and from epigraphy. Among the most prominent ones are Teutatis, Taranis and Lugus. The most salient feature of Celtic religion as reflected in Roman historiography is their extensive practice of human sacrifice. According to Greek and Roman accounts, in Gaul, Britain and Ireland, there was a priestly caste of specialists known as the druids, although very little is definitely known about them.;;;;;;;;;;;x
germanic_pagan;Germanic;;;;;;;;;;;x
germanic_pagan_reformed;Germanic;;;;;;;;;;;x
germanic_pagan_desc;Germanic Paganism is a diverse and one of the most original branched of paganism, never conquered by Romans, Germanic Polythiesm thrived in Spain and Germany. Bearing multiple similar dieties to the Norse, Germanic Paganism is the oldest branch of this line.;;;;;;;;;;;x
germanic_pagan_reformed_desc;The reformed Germanic faith contains a holy book of gods and holy sites, a guide to proper rituals and a handbook for the yearly feasts.;;;;;;;;;;;x
e_new_kingdom;The New Kingdom;;;;;;;;;;;x
e_new_kingdom_ADJ;Egyptian;;;;;;;;;;;x
temple_baron_egyptian_pagan;Priest;;;;;;;;;;;x
temple_count_egyptian_pagan;Lord-Priest;;;;;;;;;;;x
temple_duke_egyptian_pagan;High Priest;;;;;;;;;;;x
temple_king_egyptian_pagan;Archpriest;;;;;;;;;;x
egyptian_pagan_DESC;The Egyptian Polythiesm was one of the world's first organized religions, bearing a wide pantheon, the dieties reflected the stable society of which the Nile River provided. Quickly assimilated by the Romans, temples to Isis sprung up as far North as Britain. Defining features in-game: \n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries;;;;;;;;;;;x
egyptian_pagan;Egyptian;;;;;;;;;;;x
k_ostrogoth;Ostrogothica;;;;;;;;;;;x
k_ostrogoth_ADJ;The Ostrogothic Kingdom;;;;;;;;;;;x
temple_baron_hellenic_pagan;Priest;;;;;;;;;;;x
temple_baron_hellenic_pagan_female;Vestal Virgin;;;;;;;;;;;x
temple_count_hellenic_pagan;Augur;;;;;;;;;;;x
temple_duke_hellenic_pagan;Pontifex;;;;;;;;;;;x
temple_king_hellenic_pagan;High Augur;;;;;;;;;;;x
temple_emperor_hellenic_pagan;Blessed;;;;;;;;;;;x
temple_county_of_hellenic_pagan;Theocratia of;;;;;;;;;;;x
temple_duchy_of_hellenic_pagan;Ponteficy of;;;;;;;;;;;x
temple_kingdom_of_hellenic_pagan;Augurship of;;;;;;;;;;;x
temple_empire_of_hellenic_pagan;Sanctum;;;;;;;;;;;x
city_baron_hellenic_pagan;Urbanus;;;;;;;;;;;x
city_barony_of_hellenic_pagan;Urbem of;;;;;;;;;;;;;x
city_count_hellenic_pagan;Procurator;;;;;;;;;;;x
city_county_of_hellenic_pagan;Polis of;;;;;;;;;;;x
city_duke_hellenic_pagan;Negatiatori;;;;;;;;;;;x
city_duchy_of_hellenic_pagan;Epistylium of;;;;;;;;;;;x
city_king_hellenic_pagan;Avarus;;;;;;;;;;;x
city_kingdom_of_hellenic_pagan;Populem of;;;;;;;;;;;x
city_emperor_hellenic_pagan;The Glorious;;;;;;;;;;;x
city_baron_roman;Urbanus;;;;;;;;;;;x
city_barony_of_roman;Urbem of;;;;;;;;;;;;;x
city_count_roman;Procurator;;;;;;;;;;;x
city_county_of_roman;Polis of;;;;;;;;;;;x
city_duke_roman;Negatiatori;;;;;;;;;;;x
city_duchy_of_roman;Epistylium of;;;;;;;;;;;x
city_king_roman;Avarus;;;;;;;;;;;x
city_kingdom_of_roman;Populem of;;;;;;;;;;;x
city_emperor_roman;The Glorious;;;;;;;;;;;x
barony_of_roman;Fortress;;;;;;;;;;;x
count_roman;Tribune;;;;;;;;;;;x
county_of_roman;Tribunal of;;;;;;;;;;;x
duke_roman;Praetor;;;;;;;;;;;x
duchy_of_roman;Praetorship of;;;;;;;;;;;x
king_roman;Proconsul;;;;;;;;;;x
kingdom_of_roman;Province of;;;;;;;;;;;x
emperor_roman;Emperor;;;;;;;;;;;x
empire_of_roman;Empire of;;;;;;;;;;;x
job_chancellor_roman;Senator;;;;;;;;;;;x
job_spymaster_roman;Excursor;;;;;;;;;;;x
job_treasurer_roman;Vilicus;;;;;;;;;x
job_marshal_roman;Praetorian;;;;;;;;;;;x
k_angleland;Angleland;;;;;;;;;;;x
K_angleland_DESC;Anglic;;;;;;;;;;;x
k_picts;Picts;;;;;;;;;;;x
k_picts_ADJ;Pictish;;;;;;;;;;;x
k_saxon;The Saxon Shore;;;;;;;;;;;x
k_saxon_ADJ;Saxon;;;;;;;;;;;x
donatism;Donatism;;;;;;;;;;;x
donatism_DESC;Donatists were rigorists, holding that the church must be a church of "saints," not "sinners," and that sacraments, such as baptism, administered by traditores were invalid. Probably in 311,[citation needed] a new bishop of Carthage, Caecilian, was consecrated by someone who had allegedly been a traditor, Felix of Aptungi, his opponents consecrated a short-lived rival, who was succeeded by Donatus, after whom the schism was named. In 313, a commission appointed by Pope Miltiades found against the Donatists, but they continued to exist, viewing themselves, and not the Catholic Church, as the "true Church," the only one with "valid sacraments.";;;;;;;;;;;x
ebionites;Ebionites;;;;;;;;;;;x
ebionites_DESC;Ebionites, or Ebionaioi, is a patristic term referring to a Jewish Christian movement that existed during the early centuries of the Christian Era. They regarded Jesus of Nazareth as the Messiah while rejecting his divinity and insisted on the necessity of following Jewish law and rites. The Ebionites used only one of the Jewish Gospels, revered James the Just and rejected Paul of Tarsus as an apostate from the Law. Their name suggests that they placed a special value on voluntary poverty. They have been identified as the meek and the poor Jesus spoke of in the Beatitudes, and the Ebionim was one of the terms used by the sect that sought to separate themselves from the corruption of the Temple, at Qumran, whom many believe were the Essenes.;;;;;;;;;;;x
marcionism_DESC;Marcionism was an Early Christian dualist belief system that originated in the teachings of Marcion of Sinope at Rome around the year 144. Marcion believed Jesus Christ was the savior sent by God, and Paul of Tarsus was his chief apostle, but he rejected the Hebrew Bible and the God of Israel. Marcionists believed that the wrathful Hebrew God was a separate and lower entity than the all-forgiving God of the New Testament. This belief was in some ways similar to Gnostic Christian theology; notably, both are dualistic, that is, they posit opposing gods, forces, or principles: one higher, spiritual, and "good", and the other lower, material, and "evil" (compare Manichaeism), in contrast to the orthodox Christian view that "evil" has no independent existence, but is a privation or lack of "good", a view shared by the Jewish theologian Moses Maimonides.;;;;;;;;;;;x
marcionism;Marcionism;;;;;;;;;;;x
pelagianism;Pelagianism;;;;;;;;;;;x
pelagianism_DESC;Pelagianism is the belief that original sin did not taint human nature and that mortal will is still capable of choosing good or evil without special Divine aid. This is still sometimes called Limited Depravity. Thus, in contrast to 1 Corinthians 15:19-22, Adam's sin was "to set a bad example" for his progeny, but his actions did not have the other consequences imputed to original sin. Pelagianism views the role of Jesus as "setting a good example" for the rest of humanity as well as providing an atonement for our sins. In short, humanity has full control, and thus full responsibility, for obeying the Gospel in addition to full responsibility for every sin. According to Pelagian doctrine, because humans are sinners by choice, they are therefore criminals who need the atonement of Jesus Christ. Sinners are not victims, they are criminals who need pardon.;;;;;;;;;;;x
total_depravity;Total Depravity;;;;;;;;;;;x
total_depravity_DESC;Total depravity is a theological doctrine derived from the Augustinian concept of original sin. It is the teaching that, as a consequence of the Fall of Man, every person born into the world is enslaved to the service of sin and, apart from the efficacious or prevenient grace of God, is utterly unable to choose to follow God, refrain from evil, or accept the gift of salvation as it is offered.;;;;;;;;;;;x
free_spirit;Free Spirit;;;;;;;;;;;x
free_spirit_DESC;Mixed mystical beliefs with Christianity. Its practitioners believed that it was possible to reach perfection on earth through a life of austerity and spiritualism. They believed that they could communicate directly with God and did not need the Christian church for intercession.;;;;;;;;;;;x
triclavianism;Triclavianism;;;;;;;;;;;x
triclavianism_DESC;Belief that three, rather than four nails were used to crucify Christ and that a Roman soldier pierced him with a spear on the left, rather than right side.;;;;;;;;;;;x
audianistic;Audianistic;;;;;;;;;;;x
audianistic_DESC;Belief that God has human form and that one ought to celebrate Jesus' death during the Jewish Passover.;;;;;;;;;;;x
apollinarian;Apollinarian;;;;;;;;;;;x
apollinarian_DESC;Belief that Jesus had a human body and lower soul but a divine mind. Apollinaris further taught that the souls of men were propagated by other souls, as well as their bodies.;;;;;;;;;;;x
adoptionism;Adoptionism;;;;;;;;;;;x
adoptionism_DESC;Belief that Jesus had a human body and lower soul but a divine mind. Apollinaris further taught that the souls of men were propagated by other souls, as well as their bodies.;;;;;;;;;;;x
docetic;Docetic;;;;;;;;;;;x
docetic_DESC;Belief that Jesus' physical body was an illusion, as was his crucifixion; that is, Jesus only seemed to have a physical body and to physically die, but in reality he was incorporeal, a pure spirit, and hence could not physically die;;;;;;;;;;;x
pneumatomachians;Pneumatomachians;;;;;;;;;;;x
pneumatomachians_DESC;While accepting the divinity of Jesus Christ as affirmed at Nicea in 325, they denied that of the Holy Spirit which they saw as a creation of the Son, and a servant of the Father and the Son.;;;;;;;;;;;x
melchisedechianism;Melchisedechianism;;;;;;;;;;;x
melchisedechianism_DESC;Considered Melchisedech an incarnation of the Logos and identified him with the Holy Ghost. Held that the Sabbath was the holiest of days and gifted food must be eaten from the ground.;;;;;;;;;;;x
patripassianism;Patripassianism;;;;;;;;;;;x
patripassianism_DESC;Belief that the Father and Son are not two distinct persons, and thus God the Father suffered on the cross as Jesus.;;;;;;;;;;;x
sabellianism;Sabellianism;;;;;;;;;;;x
sabellianism_DESC;Belief that the Father, Son, and Holy Spirit are three characterizations of one God, rather than three distinct "persons" in one God.;;;;;;;;;;;x
psilanthropism;Psilanthropism;;;;;;;;;;;x
psilanthropism_DESC;Belief that Jesus is "merely human": either that he never became divine, or that he never existed prior to his incarnation as a man.;;;;;;;;;;;x
antinomianism;Antinomianism;;;;;;;;;;;x
antinomianism_DESC;Any view which holds that Christians are freed by grace from obligations of any moral law. St Paul had to refute a charge of this type made by opponents because of his attitude to the Mosaic Law ;;;;;;;;;;;x
arian;Arian;;;;;;;;;;;x
arian_DESC;Denial of the true divinity of Jesus Christ taking various specific forms, but all agreed that Jesus Christ was created by the Father, that he had a beginning in time, and that the title "Son of God" was a courtesy one.;;;;;;;;;;;x
luciferian;Luciferian;;;;;;;;;;;x
luciferian_DESC;This religious sect was founded in direct and violent opposition to the Arian sect. Rewards in heaven were given to any who converted or killed an Arian.;;;;;;;;;;;x
monarchianism;Monarchianism;;;;;;;;;;;x
monarchianism_DESC;An overemphasis on the indivisibility of God at the expense of the other "persons" of the Trinity leading to either Sabellianism or to Adoptionism.;;;;;;;;;;;x
thracian_pagan;Thracian;;;;;;;;;;;x
thracian_pagan_DESC;Thracian Paganism is an old faith, distinct from Hellenism and Eastern Faiths. Containing a diverse pantheon of gods, the most important was the God Hero, who was the only universal Thracian diety. Thracian faith remained strong in Thrace until the arrival of the cult of Dionysus.;;;;;;;;;;;x
orphic_pagan;Orphic;;;;;;;;;;;x
orphic_pagan_DESC;The Orphic faith was orginally a reform movement in the Dionysus cult, removing many of the wild and profane acts that characterized the cult. The Orphic faith will remain strong in Southern Thrace until the advent of the Dark Ages.;;;;;;;;;;;x
GOD_BENDIS;;Bendis;;;;;;;;;;x
GOD_ORPHEUS;Orpheus;;;;;;;;;;;x
d_pontiff;The Pontifate;;;;;;;;;;;x
HEAD_PONTIFF;Pontifex Maximus;;;;;;;;;;;x
HIGH_PATRIATCH;High Patriarch;;;;;;;;;;;x
d_adoptionism;The Adoptic Church;;;;;;;;;;;x
d_arian;The Arian Church;;;;;;;;;;;x
d_manichean;The Manichean Apostlate;;;;;;;;;;;x
trophonius_pagan;Trophonius;;;;;;;;;;;x
trophonius_pagan_DESC;The Trophonius cult worshipped the Trophonius, or the Jupiter of the Earth, as head of the gods with a pantheon of 7 gods. The primary rite would include a follower consulting a who oracle would live in a designated house for a period of days, bathing in the river Herkyna and living on sacrificial meat. He would then sacrifice, by day, to a series of gods, including Cronus, Apollo, Zeus the king, Hera the Charioteer, and Demeter-Europa. At night, he would cast a black victim into a pit sacred to Agamedes, drink from two rivers called Lethe and Mnemosyne, and then descend into a cave. Here, most consultees were frightened out of their wits, and forgot the experience entirely upon coming up. Afterward, the consultee would be seated upon a chair of Mnemosyne, where the priests of the shrine would record his ravings and compose an oracle out of them.;;;;;;;;;;;x
GOD_TROPHONIUS;Trophonius;;;;;;;;;;;x
GOD_AGAMEDES;Agamedes;;;;;;;;;;;x
GOD_ZEUS;Zeus;;;;;;;;;;;x
GOD_CRONUS;Cronus;;;;;;;;;;;x
GOD_HERA;Hera;;;;;;;;;;;x
GOD_APOLLO;Apollo;;;;;;;;;;;x
GOD_EUROPA;Europa;;;;;;;;;;;x
GOD_LETHE;Lethe;;;;;;;;;;;x
GOD_MNEMOSYNE;;;;;;;;;;;;x
isiac_pagan;Isiac;;;;;;;;;;;x
isiac_pagan_DESC;The Isiac faith is the worship of Isis instituted by Emperor Caligula in the later Roman Empire. The Isis cult and its simple rites took hold in the ancient world and the religion of Isis spread throughout the Roman Empire during the formative centuries of Christianity. Wall paintings and objects reveal her pervasive presence at Pompeii, preserved by the eruption of Vesuvius in 79 CE. In Rome, temples were built and obelisks erected in her honour. In Greece, the cult of Isis was introduced to traditional centres of worship in Delos, Delphi, Eleusis and Athens, as well as in northern Greece. Harbours of Isis were to be found on the Arabian Sea and the Black Sea. Inscriptions show followers in Gaul, Spain, Pannonia, Germany, Arabia, Asia Minor, Portugal and many shrines even in Britain.;;;;;;;;;;;x
GOD_ISIS;Isis;;;;;;;;;;;x
GOD_SET;Set;;;;;;;;;;;x
GOD_ARES;Ares;;;;;;;;;;;x
GOD_DEMETER;Demeter;;;;;;;;;;;x
GOD_POSEIDON;Poseidon;;;;;;;;;;;x
GOD_HERMES;Hermes;;;;;;;;;;;x
GOD_HADES;Hades;;;;;;;;;;;x
GOD_HEPHAESTUS;Haphaestus;;;;;;;;;;;x
GOD_PERSEPHONE;Persephone;;;;;;;;;;;x
GOD_THE_TITANS;The Titans;;;;;;;;;;;x
GOD_CYCLOPS;The Cyclopses;;;;;;;;;;;x
GOD_FURIES;The Furies;;;;;;;;;;;x
GOD_NYX;Nyx;;;;;;;;;;;x
greek_pagan;Grecian;;;;;;;;;;;x
greek_pagan_DESC;Greek paganism is a diverse and varied religion, with a large panthon of god including the 12 Olympians and a variety of local gods. Unlike the Hellenic verion of the faith, Greek paganism is provincial in leadership, with Oracles being the heart of the faith.;;;;;;;;;;;x
temple_count_greek_pagan;Oracle;;;;;;;;;;;x
temple_county_greek_pagan;Oracle of;;;;;;;;;;;x
GOD_PAN;Pan;;;;;;;;;;;x
GOD_FLORA;Flora;;;;;;;;;;;x
GOD_ARTEMIS;Artemis;;;;;;;;;;;x
GOD_GAIA;Gaia;;;;;;;;;;;x
GOD_RHEA;Rhea;;;;;;;;;;;x
GOD_CHLORIS;Chloris;;;;;;;;;;;x
GOD_DEMETER;Demeter;;;;;;;;;;;x
sylvan_pagan_DESC;Sylvan paganism is a form of hellenism originally formed in northern Greece. Sylvan attest that a return to the dieties and rituals of nature is the only path to Elysium. Sylvans reject the traditional Olympians in favor of the spirits of the woods.;;;;;;;;;;;x
sylvan_pagan;Sylvan;;;;;;;;;;;x
GOD_SYLVANUS;;Sylvanus;;;;;;;;;;x
new_hellenic_pagan;New Hellenic;;;;;;;;;;;x
new_hellenic_pagan_DESC;New Hellenism is a reform movement in the Pontifate advocating an anti-clerical Hellenic faith. Reform Hellenics advocate a return to a simpler time of Hellenism detached from the wealth and greed of the Pontifate.;;;;;;;;;;;x
roman_pagan;Romanic;;;;;;;;;;;x
roman_pagan_DESC;The Romanic heresy is a deviant branch of the Hellenic church the believes the addition of Greek dieties corrupted the original Roman faith. Also anti-clerical in nature, the Roman faith has no religious head or special game mechanics.;;;;;;;;;;;x
GOD_SATURN;Saturn;;;;;;;;;;;x
GOD_GENIUS;Genius;;;;;;;;;;;x
GOD_LARES;The Lares;;;;;;;;;;;x
imperator_pagan;Imperator;;;;;;;;;;;x
imperator_pagan_DESC;Imperial paganism is a cult founded by Augustus Caesar holding the divine nature of the Emperors. This form of worship was questioned by many classical Roman priests but it was incredibly successful in the British Isles where it was the main branch of Hellenism.;;;;;;;;;;;x
GOD_JULIUS;Julius Caesar;;;;;;;;;;;x
GOD_AUGUSTUS;Emperor Augustus;;;;;;;;;;;x
GOD_CLAUDIUS;Emperor Claudius;;;;;;;;;;;x
GOD_SYLVANUS_P;Praetor Sylvanus;;;;;;;;;;;x
GOD_JUNIUS;Emperor Junius;;;;;;;;;;;x
GOD_NERO;Emperor Nero;;;;;;;;;;;x
GOD_HARDRIAN;Emperor Hadrian;;;;;;;;;;;x
GOD_ROMULUS;The Glorius Romulus;;;;;;;;;;;x
GOD_COGIDUBNUS;King Cogidubnus;;;;;;;;;;;x
GOD_CALIGULA;Caligula;;;;;;;;;;;x
GOD_EMPEROR;The Divine Emperor;;;;;;;;;;;x
mithraic_pagan_DESC;The Mithraic Mysteries were a mystery religion practiced in the Roman Empire from about the 1st to 4th centuries AD. The name of the Persian god Mithra, adapted into Greek as Mithras, was linked to a new and distinctive imagery. Writers of the Roman Empire period referred to this mystery religion by phrases which can be anglicized as Mysteries of Mithras or Mysteries of the Persians. The mysteries were popular in the Roman military. Worshippers of Mithras had a complex system of seven grades of initiation, with ritual meals. Initiates called themselves syndexioi, those "united by the handshake". They met in underground temples, which survive in large numbers. The cult appears to have had its centre in Rome.;;;;;;;;;;;x
mithraic_pagan;Mithraic Mysteries;;;;;;;;;;;x
temple_baron_mithraic_pagan;Corax;;;;;;;;;;;x
temple_barony_mithraic_pagan;Mithrae;;;;;;;;;;;;;;;;;;x
temple_count_mithraic_pagan;Nymphus;;;;;;;;;;;x
temple_duke_mithraic_pagan;Leo;;;;;;;;;;;x
temple_king_mithraic_pagan;Heliodromus;;;;;;;;;;;x
temple_emperor_mithraic_pagan;Pater;;;;;;;;;;x
temple_county_of_mithraic_pagan;Theocratia of;;;;;;;;;;;x
temple_duchy_of_mithraic_pagan;Lion Cult of;;;;;;;;;;;x
temple_kingdom_of_mithraic_pagan;Sunship of;;;;;;;;;;;x
temple_empire_of_mithraic_pagan;Divine Kingdom,;;;;;;;;;;;x
bacchan_pagan;Bacchan;;;;;;;;;;;x
bacchan_pagan_DESC;Bacchan paganism is perhaps one of the most profane religions in history. Based on wine and women, Bacchan cults brought out the most perverted in both. Hated and loved the jovial Bacchanids have killed many in the drunken madness.;;;;;;;;;;;x
temple_baron_bacchan_pagan;Bacchanid;;;;;;;;;;;x
temple_barony_bacchan_pagan;Vinegrove of;;;;;;;;;;;x
PATER;Sun Father;;;;;;;;;;;x
d_mithras;The Mithraic Mysteries;;;;;;;;;;;x
d_imperator;The Imperial Cult;;;;;;;;;;;x
d_free_spirit;The Free Spirited;;;;;;;;;;;x
d_marcionism;The Marcionism Church;;;;;;;;;;;x
d_sylvan;The Forest Cult;;;;;;;;;;;x
SYLVAN;Sylvan;;;;;;;;;;;x
title_jupitar;Pontif Jupitarum;;;;;;;;;;;x
lithic_pagan;Monomuva;;;;;;;;;;;x
lithic_pagan_DESC;The Monomuva heresy wasa founded in 920 A.D. in response to the increase in christian missionaries. Worshipping only Laima as their main god.;;;;;;;;;;;x
GOD_MITHRAS;Mithras;;;;;;;;;;;x
GOD_SOL_INVICTUS;Sol Incictus;;;;;;;;;;;x
GOD_INVINCIBLE_SUN;The Invincible Sun;;;;;;;;;;;x
SUN_WAR;Sun War;;;;;;;;;;;x
GOD_DIONYSUS;Dionysus;;;;;;;;;;;x
GOD_BACCHUS;Bacchus;;;;;;;;;x
GOD_VINE_GIVE;The Vine Giver;;;;;;;;;;;x
GOD_THE_LIBERATOR;The Liberator;;;;;;;;;;;x
GOD_DOLPHIN_SHAPER;The Dolphin Shaper;;;;;;;;;;;x
temple_baron_finno_ugric;Pappi;;;;;;;;;;;x
temple_count_finno_ugric;Piispa;;;;;;;;;;;x
temple_duke_finno_ugric;Lähettiläs;;;;;;;;;;;x
temple_king_finno_ugric;Ennustaja;;;;;;;;;;;x
temple_emperor_finno_ugric;Näkijä;;;;;;;;;;;x
temple_barony_of_finno_ugric;Kirkko of;;;;;;;;;;;;;;x
temple_barony_of_finnish_pagan;Ohimo of;;;;;;;;;;;;;;x
temple_county_of_finno_ugric;temppeli-kaupunki of;;;;;;;;;;;x
temple_duchy_of_finno_ugric;Kulttimaahan of;;;;;;;;;;;x
temple_kingdom_of_finno_ugric;Pyhä Maa of;;;;;;;;;;;x
temple_empire_of_finno_ugric;Pyhävaltakunta of;;;;;;;;;;;x
city_baron_finno_ugric;Pormestaris;;;;;;;;;;;x
city_barony_of_finno_ugric;Kaupunki of;;;;;;;;;;;;;x
city_count_finno_ugric;Ylläpitäjä;;;;;;;;;;;x
city_county_of_finno_ugric;Kylä of;;;;;;;;;;;x
city_duke_finno_ugric;Pomo;;;;;;;;;;;x
city_duchy_of_finno_ugric;Herttuakylä of;;;;;;;;;;;x
city_king_finno_ugric;Jengi;;;;;;;;;;;x
city_kingdom_of_finno_ugric;Liiga of;;;;;;;;;;;x
city_emperor_finno_ugric;Pohatta;;;;;;;;;;;x
temple_baron_lithuanian;Kunigas;;;;;;;;;;;x
temple_count_lithuanian;Rikis;;;;;;;;;;;x
temple_duke_lithuanian;Salavijas;;;;;;;;;;;x
temple_king_lithuanian;Zynys;;;;;;;;;;;x
temple_emperor_lithuanian;Sventas;;;;;;;;;;;x
temple_barony_of_lithuanian;Bažnycia of;;;;;;;;;;;;;;x
temple_barony_of_baltic_pagan;Sventykla of;;;;;;;;;;;;;;x
city_baron_lithuanian;Meras;;;;;;;;;;;x
city_barony_of_lithuanian;Kaimas of;;;;;;;;;;;;;x
city_count_lithuanian;Vadovas;;;;;;;;;;;x
city_county_of_lithuanian;Miestas of;;;;;;;;;;;x
city_duke_lithuanian;Prekybos;;;;;;;;;;;x
city_duchy_of_lithuanian;Sajunga of;;;;;;;;;;;x
city_king_lithuanian;Ponas;;;;;;;;;;;x
city_kingdom_of_lithuanian;Aljansas of;;;;;;;;;;;x
city_emperor_lithuanian;Turtingas;;;;;;;;;;;x
baron_finno_ugric;Paroni;;;;;;;;;;;x
barony_of_finno_ugric;Paroniavo;;;;;;;;;;;x
count_finno_ugric;Laskea;;;;;;;;;;;x
county_of_finno_ugric;Lääni of;;;;;;;;;;;x
duke_finno_ugric;Herrttua;;;;;;;;;;;x
duchy_of_finno_ugric;Herttuakunta of;;;;;;;;;;;x
king_finno_ugric;Kuningas;;;;;;;;;;x
kingdom_of_finno_urgic;Valtakunta of;;;;;;;;;;;x
emperor_finno_ugric;Keisari;;;;;;;;;;;x
empire_of_finno_ugric;Imperiumi of;;;;;;;;;;;x
baron_lithuanian;Baronas;;;;;;;;;;;x
barony_of_lithuanian;Tvirtove;;;;;;;;;;;x
count_lithuanian;Peras;;;;;;;;;;;x
county_of_lithuanian;Apygarda of;;;;;;;;;;;x
duke_lithuanian;Kunigaikštis;;;;;;;;;;;x
duchy_of_lithuanian;Kunigaikštyste of;;;;;;;;;;;x
king_lithuanian;Karalius;;;;;;;;;;x
kingdom_of_lithuanian;Karalyste of;;;;;;;;;;;x
emperor_lithuanian;Imperatorius;;;;;;;;;;;x
empire_of_lithuanian;Imperija of;;;;;;;;;;;x
job_chancellor_lithuanian;Kancleris;;;;;;;;;;;x
job_spymaster_lithuanian;Snipas;;;;;;;;;;;x
job_treasurer_lithuanian;Isakytinis;;;;;;;;;x
job_marshal_lithuanian;Karvedys;;;;;;;;;;;x
job_spiritual_lithuanian;Kapelionas;;;;;;;;;;;x
job_chancellor_finno_ugric;Kansleri;;;;;;;;;x
job_spymaster_finno_ugric;Vakooja;;;;;;;;;;;x
job_treasurer_finno_ugric;Stuertti;;;;;;;;;x
job_marshal_finno_ugric;Soturi;;;;;;;;;;;x
job_spiritual_finno_ugric;Ylipappi;;;;;;;;;;;x
king_russian;Grand Duke;;;;;;;;;;;x
kingdom_of_russian;Grand Duchy of;;;;;;;;;;;x
d_the_messengers_of_loki;The Messengers of Loki;;;;;;;;;;;x
d_the_messengers_of_loki_ADJ;Messenger;;;;;;;;;;;x
d_retainers;Gothic Retainers;;;;;;;;;;;x
d_retainers_ADJ;Gothic;;;;;;;;;;;x
d_sicilian_company;The Sicilian Company;;;;;;;;;;;x
d_sicilian_company_ADJ;Sicilian;;;;;;;;;;;x
